Time (t),State Variable (Y_t),Reference State (Y_ref),Error (E_t),Change in Error (ΔE_t),Fuzzy Error Category,Fuzzy ΔE Category,Control Action (V_f),Updated State (Y_t+1),"Lyapunov Function (V(Y,w))"
399,9.599823237965195,8.772714370423412,-0.8271088675417833,-0.3585289211256626,Negative Small,Negative Small,0.1,9.699823237965195,0.3470545393831256
400,4.1837869757834625,5.5156193441796635,1.331832368396201,2.1589412359379843,Positive Small,Positive Large,0.1,4.283786975783462,0.891888728753917
401,8.183241398551104,9.512764533397833,1.3295231348467293,-0.0023092335494716565,Positive Small,Zero,0.1,8.283241398551104,0.8888158830463372
402,5.6729475699734575,7.526261862239286,1.8533142922658286,0.5237911574190992,Positive Large,Positive Small,0.1,5.772947569973457,1.7223869329583943
403,10.07789539080127,9.13228733053871,-0.9456080602625612,-2.7989223525283897,Negative Small,Negative Large,0.1,10.17789539080127,0.45208730181676177
404,7.25546611564028,6.600248005153059,-0.6552181104872208,0.2903899497753404,Negative Small,Zero,0.1,7.355466115640279,0.21965538615522193
405,9.376139645480258,9.477616142481002,0.10147649700074446,0.7566946074879652,Zero,Positive Small,0.1,9.476139645480258,0.01014873972177105
406,8.322690189547604,6.946008393670816,-1.376681795876788,-1.4781582928775325,Negative Small,Negative Large,0.1,8.422690189547604,0.9526263835492692
407,6.276868869201705,5.054188257401492,-1.2226806118002127,0.15400118407657537,Negative Small,Zero,0.1,6.376868869201704,0.7524739392360712
408,9.868327339683328,9.52690988209632,-0.34141745758700814,0.8812631542132046,Zero,Positive Small,0.1,9.968327339683327,0.06328294017258826
409,6.929518505983702,5.456433383930667,-1.4730851220530345,-1.1316676644660264,Negative Small,Negative Large,0.1,7.0295185059837015,1.0899898884070018
410,5.419933028099148,6.596568187952075,1.1766351598529265,2.649720281905961,Positive Small,Positive Large,0.1,5.519933028099148,0.697235149701061
411,8.197988312844938,9.750309835254026,1.5523215224090876,0.37568636255616106,Positive Large,Positive Small,0.1,8.297988312844938,1.2098510544672336
412,8.83203418075574,9.753035734687781,0.921001553932042,-0.6313199684770456,Positive Small,Negative Small,0.4,9.23203418075574,0.5041219311726179
413,6.09553686497369,7.86718944061643,1.7716525756427401,0.8506510217106982,Positive Large,Positive Small,0.1,6.19553686497369,1.5743764243907774
414,8.283864172853123,8.159186060848995,-0.12467811200412804,-1.8963306876468682,Zero,Negative Large,0.1,8.383864172853123,0.01277231580645695
415,8.988650379071444,7.242227609891598,-1.746422769179846,-1.621744657175718,Negative Large,Negative Large,0.1,9.088650379071444,1.5299962443549007
416,4.6234280211643615,6.466053858490323,1.8426258373259614,3.5890486065058074,Positive Large,Positive Large,-0.6,4.023428021164362,1.8776349881906
417,5.131762382889687,6.64332272684958,1.5115603439598928,-0.3310654933660686,Positive Large,Negative Small,0.1,5.231762382889687,1.1474073367160746
418,8.171388393518933,8.362592280385192,0.19120388686625844,-1.3203564570936344,Zero,Negative Large,0.1,8.271388393518933,0.02327946317638248
419,10.49737271730002,8.761872647188401,-1.7355000701116197,-1.926703956977878,Negative Large,Negative Large,0.1,10.59737271730002,1.5109802466787183
420,8.222519638536244,8.957895218629243,0.7353755800929989,2.4708756502046185,Positive Small,Positive Large,0.1,8.322519638536244,0.2753886218985573
421,8.97702994872634,8.94809071397277,-0.02893923475357063,-0.7643148148465695,Zero,Negative Small,0.1,9.07702994872634,0.005418739654061136
422,3.62232195144502,5.456030515243452,1.8337085637984316,1.8626477985520022,Positive Large,Positive Large,-0.6,3.02232195144502,1.8612435484738532
423,6.065474327361263,7.472101523512907,1.4066271961516446,-0.42708136764678706,Positive Small,Negative Small,0.4,6.465474327361263,1.0693000344767185
424,7.23431429191861,5.287793800083222,-1.946520491835388,-3.3531476879870326,Negative Large,Negative Large,0.1,7.334314291918609,1.8994710125675403
425,9.60811919736286,7.747644411618678,-1.8604747857441826,0.08604570609120543,Negative Large,Zero,0.1,9.70811919736286,1.735683214194931
426,5.227412430604524,7.207652506866885,1.980240076262361,3.8407148620065437,Positive Large,Positive Large,-0.6,4.627412430604524,2.1406753798177807
427,11.245768055484456,9.4385209137915,-1.8072471416929563,-3.7874872179553174,Negative Large,Negative Large,0.1,11.345768055484456,1.6380711155786802
428,7.311054814022395,6.754575062760393,-0.5564797512620014,1.2507673904309549,Negative Small,Positive Large,0.1,7.411054814022394,0.1598348567823095
429,7.057008260218118,5.585335082138029,-1.4716731780800885,-0.915193426818087,Negative Small,Negative Small,0.1,7.1570082602181175,1.0879109715401738
430,5.533917832799616,5.714958410264179,0.1810405774645636,1.652713755544652,Zero,Positive Large,0.1,5.633917832799615,0.021387845344351324
431,8.869937272904362,8.80755315858736,-0.06238411431700186,-0.24342469178156545,Zero,Zero,0.1,8.969937272904362,0.006945888859558379
432,8.046476637608986,8.091090316581305,0.04461367897231838,0.10699779328932024,Zero,Zero,0.1,8.146476637608986,0.0059951901757225425
433,6.173070410798369,5.505613380613951,-0.6674570301844174,-0.7120707091567358,Negative Small,Negative Small,0.1,6.273070410798368,0.22774944357130114
434,3.9791390496002386,5.420534030574987,1.4413949809747484,2.1088520111591658,Positive Small,Positive Large,0.1,4.079139049600238,1.0438097455895976
435,6.624740016786312,8.5048456572956,1.8801056405092886,0.43871065953454025,Positive Large,Positive Small,0.1,6.724740016786312,1.7723986097374211
436,4.5955347981857315,5.363815031820968,0.7682802336352363,-1.1118254068740523,Positive Small,Negative Large,0.1,4.695534798185731,0.30012725869730666
437,9.92802334739837,9.109300296451782,-0.8187230509465877,-1.587003284581824,Negative Small,Negative Large,0.1,10.028023347398369,0.3401537170756444
438,7.338624944274274,8.531211135782481,1.192586191508207,2.0113092424547947,Positive Small,Positive Large,0.1,7.438624944274274,0.7161309120880249
439,6.100473636509168,5.406743903209499,-0.6937297332996692,-1.8863159248078762,Negative Small,Negative Large,0.1,6.200473636509168,0.2456304714320151
440,7.303836754855041,5.42418857042596,-1.8796481844290813,-1.185918451129412,Negative Large,Negative Large,0.1,7.403836754855041,1.7715386486137708
441,8.308800755663551,9.933197892505877,1.624397136842326,3.5040453212714073,Positive Large,Positive Large,-0.6,7.708800755663551,1.4993330290907732
442,7.561762451681107,6.8713539787806015,-0.6904084729005051,-2.314805609742831,Negative Small,Negative Large,0.1,7.661762451681106,0.24333192972640375
443,6.6282116125527395,6.8532107353344545,0.22499912278171497,0.9154075956822201,Zero,Positive Small,0.1,6.728211612552739,0.030312302626270625
444,10.536566853797535,9.063997836287513,-1.472569017510022,-1.6975681402917369,Negative Small,Negative Large,0.1,10.636566853797534,1.0892297556652155
445,8.444842044708835,9.736242886919293,1.2914008422104573,2.763969859720479,Positive Small,Positive Large,0.1,8.544842044708835,0.8388580676309392
446,10.700509128019013,9.930005319114354,-0.7705038089046585,-2.061904651115116,Negative Small,Negative Large,0.1,10.800509128019012,0.30183805976829325
447,10.119352084887149,8.766890926294709,-1.3524611585924404,-0.5819573496877819,Negative Small,Negative Small,0.1,10.219352084887149,0.9195755927506032
448,8.659754805550673,6.881297927654579,-1.7784568778960939,-0.42599571930365343,Negative Large,Negative Small,0.1,8.759754805550672,1.5864544332679607
449,6.1504956966519275,5.417503583493344,-0.7329921131585833,1.0454647647375106,Negative Small,Positive Large,0.1,6.250495696651927,0.2736387189763427
450,8.874433635670893,8.885734579637184,0.011300943966290333,0.7442930571248736,Zero,Positive Small,0.1,8.974433635670893,0.005063855667264618
451,8.26341020948388,7.792021248679025,-0.4713889608048545,-0.4826899047711448,Zero,Negative Small,0.1,8.36341020948388,0.11610377618434033
452,8.596729984149754,7.1211100462348815,-1.475619937914872,-1.0042309771100175,Negative Small,Negative Large,0.1,8.696729984149753,1.0937271005859452
453,9.814210912028999,9.53177192547368,-0.2824389865553183,1.1931809513595537,Zero,Positive Large,0.1,9.914210912028999,0.04488589056319764
454,3.6775356503181045,5.555987411530757,1.8784517612126526,2.160890747767971,Positive Large,Positive Large,-0.6,3.0775356503181044,1.944290509601458
455,9.186920303482207,7.4631255214542955,-1.7237947820279116,-3.602246543240564,Negative Large,Negative Large,0.1,9.286920303482207,1.4907342252733276
456,5.8148752279633396,5.0567682238370955,-0.7581070041262441,0.9656877779016675,Negative Small,Positive Small,0.1,5.914875227963339,0.29236311485263455
457,8.049356753079618,7.343303209970632,-0.706053543108986,0.05205346101725805,Negative Small,Zero,0.1,8.149356753079617,0.2542558028683764
458,4.144216988000055,5.2815163784091865,1.1372993904091313,1.8433529335181174,Positive Small,Positive Large,0.1,4.244216988000055,0.6517249517124908
459,6.229631462270988,5.594089581340359,-0.6355418809306288,-1.77284127133976,Negative Small,Negative Large,0.1,6.329631462270988,0.20695674120842078
460,5.163088856502158,5.587631233885524,0.4245423773833661,1.0600842583139949,Zero,Positive Large,0.1,5.263088856502158,0.09511811509716021
461,8.850983418746287,8.246051510580319,-0.6049319081659679,-1.029474285549334,Negative Small,Negative Large,0.1,8.950983418746286,0.1879713067586595
462,7.1565965175590796,8.730224396327117,1.5736278787680371,2.178559786934005,Positive Large,Positive Large,-0.6,6.55659651755908,1.418152350417996
463,8.548225043897942,7.916843825485798,-0.6313812184121437,-2.205009097180181,Negative Small,Negative Large,0.1,8.648225043897941,0.20432112148180154
464,11.808517645455375,9.81086274237271,-1.9976549030826654,-1.3662736846705217,Negative Large,Negative Large,0.1,11.908517645455374,2.0003125559051065
465,5.067201053060744,6.87435289761852,1.8071518445577759,3.8048067476404412,Positive Large,Positive Large,-0.6,4.467201053060744,1.8128988946442859
466,8.337257168294574,6.428560431409304,-1.90869673688527,-3.715848581443046,Negative Large,Negative Large,0.1,8.437257168294574,1.8265616166982388
467,8.970627483838783,9.3429956409473,0.372368157108518,2.281064893993788,Zero,Positive Large,0.1,9.070627483838782,0.07432902221419697
468,7.600992993946299,6.117979192597263,-1.4830138013490366,-1.8553819584575546,Negative Small,Negative Large,0.1,7.700992993946299,1.1046649674958597
469,10.94565463343615,9.816112697203057,-1.1295419362330943,0.3534718651159423,Negative Small,Positive Small,0.1,11.04565463343615,0.6429324928546039
470,5.328837417395753,5.0607723734490815,-0.2680650439466712,0.8614768922864231,Zero,Positive Small,0.1,5.428837417395752,0.04092943389306537
471,10.8031909705435,9.849394133538194,-0.9537968370053065,-0.6857317930586353,Negative Small,Negative Small,0.1,10.9031909705435,0.4598642031406636
472,6.729861804958272,5.215799559752881,-1.5140622452053911,-0.5602654082000846,Negative Large,Negative Small,0.1,6.829861804958272,1.1511922411781947
473,9.072276855094486,9.455715568490355,0.38343871339586855,1.8975009586012597,Zero,Positive Large,0.1,9.172276855094486,0.07851262346533952
474,6.946638191684454,7.638505545431499,0.6918673537470452,0.3084286403511767,Positive Small,Positive Small,0.1,7.046638191684454,0.2443402175904695
475,10.635197522850842,9.964823980596503,-0.6703735422543389,-1.362240896001384,Negative Small,Negative Large,0.1,10.735197522850841,0.22970034307731493
476,6.600366591442029,5.368982823676994,-1.2313837677650348,-0.5610102255106959,Negative Small,Negative Small,0.1,6.7003665914420285,0.7631529917576065
477,8.818411961113068,7.769271422006604,-1.0491405391064639,0.1822432286585709,Negative Small,Zero,0.1,8.918411961113067,0.5553479353983009
478,11.037767273530033,9.846512678095495,-1.191254595434538,-0.14211405632807406,Negative Small,Zero,0.1,11.137767273530033,0.7145437555719524
479,7.357822480102476,7.615489220850744,0.25766674074826845,1.4489213361828064,Zero,Positive Large,0.1,7.457822480102475,0.038196074643917693
480,9.418330055376398,8.146993190676312,-1.2713368647000856,-1.529003605448354,Negative Small,Negative Large,0.1,9.518330055376397,0.8131487117727219
481,6.959579666405521,8.478743444923087,1.5191637785175658,2.7905006432176513,Positive Large,Positive Large,-0.6,6.359579666405521,1.3339292929798838
482,7.450661715682264,7.272705323838866,-0.17795639184339773,-1.6971201703609635,Zero,Negative Large,0.1,7.5506617156822635,0.020834238698960457
483,6.160825042412805,8.137790400420318,1.9769653580075133,2.154921749850911,Positive Large,Positive Large,-0.6,5.560825042412805,2.1341960133808877
484,7.2199148792165815,7.921571559615501,0.7016566803989193,-1.275308677608594,Positive Small,Negative Large,0.1,7.319914879216581,0.25116104857421556
485,8.971636191940537,9.505790052454945,0.534153860514408,-0.1675028198845112,Positive Small,Zero,0.1,9.071636191940536,0.14766017335122286
486,4.811922668144311,5.227231901707289,0.41530923356297844,-0.11884462695142961,Zero,Zero,0.1,4.91192266814431,0.0912408797413343
487,7.1866847747206,6.4048159479611515,-0.7818688267594487,-1.1971780603224271,Negative Small,Negative Large,0.1,7.2866847747206,0.3106594311290984
488,9.306289825464177,9.752057420382794,0.4457675949186175,1.2276364216780662,Zero,Positive Large,0.1,9.406289825464176,0.10435437433976434
489,9.246093409944706,9.451318919454582,0.2052255095098765,-0.240542085408741,Zero,Zero,0.1,9.346093409944705,0.026058754876794207
490,6.228460287425875,7.278283763928565,1.0498234765026897,0.8445979669928132,Positive Small,Positive Small,0.1,6.328460287425875,0.5560646659080968
491,7.593670155525045,8.100662989007684,0.5069928334826397,-0.54283064302005,Positive Small,Negative Small,0.4,7.993670155525045,0.2085208666013778
492,5.295984423958268,6.386905914905663,1.0909214909473945,0.5839286574647549,Positive Small,Positive Small,0.1,5.395984423958268,0.6000548497054431
493,4.233389493692581,5.940605798618806,1.7072163049262254,0.6162948139788309,Positive Large,Positive Small,0.1,4.3333894936925805,1.4622937559029774
494,7.732286398225423,7.318492024699911,-0.41379437352551207,-2.1210106784517375,Zero,Negative Large,0.1,7.832286398225422,0.0906128917806855
495,7.439612334350329,6.766761140130264,-0.6728511942200655,-0.2590568206945534,Negative Small,Zero,0.1,7.539612334350329,0.23136436478168412
496,8.396241943292818,7.91828055925436,-0.47796138403845756,0.1948898101816079,Zero,Zero,0.1,8.496241943292818,0.11922354231597897
497,5.2426493600272135,5.388673184824924,0.1460238247977106,0.6239852088361681,Zero,Positive Small,0.1,5.342649360027213,0.01566147870427624
498,9.391117159047752,9.871974038330833,0.4808568792830812,0.3348330544853706,Zero,Positive Small,0.1,9.491117159047752,0.12061166917693186
499,11.384388320685316,9.931053722398016,-1.4533345982873005,-1.9341914775703817,Negative Small,Negative Large,0.1,11.484388320685316,1.0610907272894545
500,8.567135710643598,8.490808570098725,-0.07632714054487266,1.3770074577424278,Zero,Positive Large,0.1,8.667135710643597,0.007912916191878373
501,7.597209342239526,7.680481831720602,0.08327248948107613,0.1595996300259488,Zero,Zero,0.1,7.697209342239526,0.008467153752187968
502,4.6502063446573825,6.547638081431639,1.8974317367742568,1.8141592472931807,Positive Large,Positive Large,-0.6,4.050206344657383,1.9801235978590863
503,8.433966409039368,9.068975098534743,0.6350086894953755,-1.2624230472788813,Positive Small,Negative Large,0.1,8.533966409039367,0.2066180178673171
504,7.944438337912826,8.423655862769397,0.47921752485657176,-0.15579116463880371,Zero,Zero,0.1,8.044438337912826,0.11982471806482949
505,5.408375820312059,5.813084696724457,0.40470887641239806,-0.07450864844417371,Zero,Zero,0.1,5.508375820312058,0.08689463732349284
506,9.875325399378543,9.554635922469213,-0.3206894769093296,-0.7253983533217276,Zero,Negative Small,0.1,9.975325399378542,0.05642087030018972
507,9.24709640152336,9.112686214615845,-0.13441018690751427,0.1862792900018153,Zero,Zero,0.1,9.347096401523359,0.014033049172256461
508,10.180619937633399,9.74899956645962,-0.4316203711737785,-0.2972101842662642,Zero,Zero,0.1,10.280619937633398,0.09814807240609516
509,9.688130588110313,8.6285975419418,-1.0595330461685126,-0.6279126749947341,Negative Small,Negative Small,0.1,9.788130588110313,0.5663051379615638
510,9.319018934543324,8.06707597967895,-1.251942954864374,-0.19240990869586128,Negative Small,Zero,0.1,9.419018934543324,0.7886805811172699
511,7.9637074863590716,7.091215181453094,-0.8724923049059772,0.3794506499583967,Negative Small,Positive Small,0.1,8.063707486359071,0.3856214110600723
512,11.485737200589806,9.663642416770067,-1.8220947838197397,-0.9496024789137625,Negative Large,Negative Small,0.1,11.585737200589806,1.6650147006115519
513,7.403249778207488,9.330319447502042,1.9270696692945535,3.749164453114293,Positive Large,Positive Large,-0.6,6.803249778207489,2.03679875515751
514,4.009205293265131,5.226093350530947,1.216888057265816,-0.7101816120287374,Positive Small,Negative Small,0.4,4.409205293265131,0.8204082719580861
515,3.162086372398828,5.13183487248626,1.9697485000874315,0.7528604428216155,Positive Large,Positive Small,0.1,3.2620863723988283,1.944954576798343
516,7.47221569100866,6.882316834390248,-0.5898988566184125,-2.559647356705844,Negative Small,Negative Large,0.1,7.57221569100866,0.17899033051985516
517,10.644888849709112,9.052766653909163,-1.5921221957999485,-1.002223339181536,Negative Large,Negative Large,0.1,10.744888849709112,1.2724265431794246
518,8.91030983287992,9.936380646574722,1.026070813694803,2.6181930094947514,Positive Small,Positive Large,0.1,9.01030983287992,0.5314106573581575
519,7.460222634702868,5.752084455517641,-1.7081381791852266,-2.7342089928800295,Negative Large,Negative Large,0.1,7.560222634702868,1.4638680195951106
520,6.211723137918918,7.970653576760675,1.758930438841757,3.4670686180269836,Positive Large,Positive Large,-0.6,5.6117231379189185,1.7269181443420278
521,8.642198390377164,6.904454283155108,-1.7377441072220563,-3.4966745460638133,Negative Large,Negative Large,0.1,8.742198390377164,1.5148772910924906
522,9.256062738031554,9.849571989073016,0.5935092510414623,2.3312533582635186,Positive Small,Positive Large,0.1,9.356062738031554,0.1811266155358988
523,7.616277929475409,9.210594615678543,1.5943166862031344,1.000807435161672,Positive Large,Positive Large,-0.6,7.016277929475409,1.4509228479528717
524,9.135130560300993,9.19164352355569,0.05651296325469701,-1.5378037229484374,Zero,Negative Large,0.1,9.235130560300993,0.006596857507913369
525,6.370572069856882,7.343465798974851,0.9728937291179687,0.9163807658632717,Positive Small,Positive Small,0.1,6.470572069856882,0.4782611040785337
526,6.213589119536017,7.074097511688326,0.8605083921523082,-0.11238533696566044,Positive Small,Zero,0.1,6.313589119536017,0.37523734648227536
527,5.596195219358678,6.367035359653531,0.7708401402948537,-0.08966825185745453,Positive Small,Zero,0.1,5.696195219358677,0.30209726094489486
528,6.49398107458529,5.281877483254636,-1.2121035913306537,-1.9829437316255074,Negative Small,Negative Large,0.1,6.593981074585289,0.7395975580583342
529,9.480256987976283,9.323611881275266,-0.15664510670101706,1.0554584846296367,Zero,Positive Large,0.1,9.580256987976282,0.017268844726686508
530,8.309735842274403,9.064505045650389,0.7547692033759859,0.9114143100770029,Positive Small,Positive Small,0.1,8.409735842274403,0.2898382751824102
531,10.439923499674325,9.998588366430653,-0.4413351332436726,-1.1961043366196584,Zero,Negative Large,0.1,10.539923499674325,0.10238834991760512
532,10.847786882262302,9.983184185369527,-0.8646026968927742,-0.4232675636491017,Negative Small,Negative Small,0.1,10.947786882262301,0.37876891173712923
533,6.867654530947272,7.777158528013137,0.9095039970658654,1.7741066939586396,Positive Small,Positive Large,0.1,6.9676545309472715,0.4185987603393928
534,8.499133482003959,8.844937075902553,0.3458035938985944,-0.563700403167271,Zero,Negative Small,0.1,8.599133482003959,0.064790062776592
535,8.21137302275993,9.723828649412141,1.5124556266522102,1.1666520327536158,Positive Large,Positive Large,-0.6,7.611373022759931,1.3237610112959648
536,7.972834351525778,9.248236953387057,1.2754026018612787,-0.2370530247909315,Positive Small,Zero,0.1,8.072834351525778,0.8183258984172598
537,6.9612119245759185,6.236740508715988,-0.7244714158599308,-1.9998740177212095,Negative Small,Negative Large,0.1,7.061211924575918,0.2674294161990464
538,5.978474067332975,7.252720676550467,1.2742466092174922,1.998718025077423,Positive Small,Positive Large,0.1,6.078474067332975,0.8168522105511382
539,5.746450610425716,5.645797075757475,-0.10065353466824067,-1.374900143885733,Zero,Negative Large,0.1,5.846450610425715,0.010065567020605366
540,10.606440183183341,9.770255136293612,-0.8361850468897298,-0.7355315122214892,Negative Small,Negative Small,0.1,10.706440183183341,0.35460271632098983
541,6.4583808646333765,8.0308731722544,1.5724923076210242,2.408677354510754,Positive Large,Positive Large,-0.6,5.858380864633377,1.4163660287636468
542,6.4124629060329275,6.143214027517313,-0.2692488785156142,-1.8417411861366384,Zero,Negative Large,0.1,6.512462906032927,0.041247479290957983
543,7.384754556834738,8.358503422029283,0.973748865194545,1.2429977437101591,Positive Small,Positive Large,0.1,7.484754556834738,0.47909342623383205
544,9.942348703239798,8.09064120228948,-1.8517075009503188,-2.8254563661448637,Negative Large,Negative Large,0.1,10.042348703239798,1.7194103345378373
545,6.7249961770439,6.790813590164202,0.06581741312030154,1.9175249140706203,Zero,Positive Large,0.1,6.8249961770439,0.007165965934924221
546,6.7917581600987775,5.567787960998145,-1.2239701991006324,-1.289787612220934,Negative Small,Negative Large,0.1,6.891758160098777,0.7540515241432209
547,8.558772146589046,8.357865977963998,-0.20090616862504795,1.0230640304755845,Zero,Positive Large,0.1,8.658772146589046,0.0251816442957981
548,5.775188635938243,7.601538504518967,1.8263498685807233,2.0272560372057713,Positive Large,Positive Large,-0.6,5.175188635938244,1.8477769212324127
549,9.394197461054286,8.861591958678197,-0.5326055023760894,-2.3589553709568127,Negative Small,Negative Large,0.1,9.494197461054286,0.14683431058064328
550,9.406430874386594,7.6008175055599665,-1.8056133688266272,-1.2730078664505378,Negative Large,Negative Large,0.1,9.506430874386593,1.6351198188427207
551,9.667354782178027,9.260907501592701,-0.40644728058532564,1.3991660882413015,Zero,Positive Large,0.1,9.767354782178026,0.08759969594760322
552,9.036289631579589,7.759534193872428,-1.2767554377071608,-0.8703081571218352,Negative Small,Negative Small,0.1,9.136289631579588,0.820052223857402
553,9.341515711070564,7.804689857676932,-1.5368258533936316,-0.2600704156864708,Negative Large,Zero,0.1,9.441515711070563,1.185916851829532
554,8.295587101087456,9.383268013291726,1.08768091220427,2.6245067655979017,Positive Small,Positive Large,0.1,8.395587101087456,0.5965248833867566
555,5.865593690694892,7.017414331061985,1.1518206403670934,0.06413972816282332,Positive Small,Zero,0.1,5.965593690694892,0.6683453937878305
556,6.11400009765717,5.670076142253204,-0.44392395540396645,-1.5957445957710599,Zero,Negative Large,0.1,6.21400009765717,0.1035342390907514
557,4.788027260793514,5.143913381566695,0.3558861207731807,0.7998100761771472,Zero,Positive Small,0.1,4.888027260793514,0.06832746547949149
558,10.135131489834976,8.775686278368095,-1.3594452114668805,-1.7153313322400612,Negative Small,Negative Large,0.1,10.235131489834975,0.9290456414901157
559,9.701640250359368,8.101547756767324,-1.6000924935920438,-0.2406472821251633,Negative Large,Zero,0.1,9.801640250359368,1.2851479940248023
560,7.93408435770699,8.520398840496117,0.5863144827891276,2.1864069763811713,Positive Small,Positive Large,0.1,8.03408435770699,0.17688233636414108
561,5.012303043442481,6.064820807544553,1.0525177641020722,0.46620328131294464,Positive Small,Positive Small,0.1,5.1123030434424805,0.5588968218752126
562,6.803959438909295,5.681857377933849,-1.1221020609754468,-2.174619825077519,Negative Small,Negative Large,0.1,6.903959438909295,0.6345565176226727
563,4.171947470531954,5.07272332833941,0.9007758578074556,2.0228779187829025,Positive Small,Positive Large,0.1,4.271947470531954,0.41069857300437873
564,8.043395068087698,6.752937794032984,-1.290457274054713,-2.1912331318621687,Negative Small,Negative Large,0.1,8.143395068087697,0.8376399880803604
565,7.644541448868217,7.949588434273165,0.3050469854049487,1.5955042594596618,Zero,Positive Large,0.1,7.744541448868216,0.05152683165232348
566,7.631419822664544,6.9612202254986615,-0.6701995971658823,-0.975246582570831,Negative Small,Negative Small,0.1,7.731419822664543,0.22958375002065545
567,5.569515865457318,7.1873746101186455,1.6178587446613273,2.2880583418272096,Positive Large,Positive Large,-0.6,4.969515865457319,1.4887334588385628
568,10.016230771175035,9.520793472468743,-0.4954372987062925,-2.11329604336762,Zero,Negative Large,0.1,10.116230771175035,0.12772905847469404
569,6.548348050065418,6.741277335116502,0.19292928505108353,0.688366583757376,Zero,Positive Small,0.1,6.648348050065418,0.023610854515161123
570,7.91638129850095,7.569947445799054,-0.346433852701896,-0.5393631377529795,Zero,Negative Small,0.1,8.01638129850095,0.06500820714893948
571,7.590321894685168,8.918265063705714,1.3279431690205463,1.6743770217224423,Positive Small,Positive Large,0.1,7.690321894685168,0.8867165300741656
572,7.93020889138308,6.982713911606351,-0.9474949797767289,-2.2754381487972752,Negative Small,Negative Large,0.1,8.03020889138308,0.45387336835105196
573,9.561621811312282,8.110433501139367,-1.451188310172915,-0.5036933303961861,Negative Small,Negative Small,0.1,9.661621811312282,1.0579737557912603
574,8.178777744096827,9.311818543733725,1.1330407996368983,2.5842291098098134,Positive Small,Positive Large,0.1,8.278777744096827,0.646890726820911
575,8.130461340368857,9.747603118288211,1.617141777919354,0.4841009782824557,Positive Large,Positive Small,0.1,8.230461340368857,1.3125737649460845
576,3.829921748830535,5.7353674046451895,1.9054456558146544,0.28830387789530043,Positive Large,Zero,0.1,3.929921748830535,1.820361573631469
577,10.200824127580535,9.632938125807472,-0.5678860017730631,-2.4733316575877176,Negative Small,Negative Large,0.1,10.300824127580535,0.16624725550489775
578,7.888957609752815,7.460581465397691,-0.4283761443551235,0.13950985741793964,Zero,Zero,0.1,7.9889576097528145,0.09675306052628081
579,6.478011592351072,6.291221941494792,-0.18678965085628008,0.24158649349884342,Zero,Zero,0.1,6.578011592351071,0.022445186833505507
580,6.223467165655208,7.295678781191306,1.072211615536098,1.259001266392378,Positive Small,Positive Large,0.1,6.323467165655208,0.5798188742452645
581,9.463786860049444,9.900162876427386,0.43637601637794177,-0.6358355991581561,Zero,Negative Small,0.1,9.563786860049444,0.10021201383494086
582,7.84099581070904,7.463090469964348,-0.3779053407446922,-0.8142813571226339,Zero,Negative Small,0.1,7.9409958107090395,0.07640622328168095
583,6.630825486874218,6.6437580514375405,0.01293256456332248,0.39083790530801465,Zero,Positive Small,0.1,6.730825486874218,0.005083625613092253
584,10.118146352443178,8.167004271583629,-1.9511420808595492,-1.9640746454228717,Negative Large,Negative Large,0.1,10.218146352443178,1.9084777098504657
585,4.746487104117898,6.200728093890966,1.4542409897730675,3.4053830706326167,Positive Small,Positive Large,0.1,4.846487104117898,1.0624084281680755
586,6.159894856733695,5.37931664054332,-0.7805782161903752,-2.2348192059634426,Negative Small,Negative Large,0.1,6.259894856733695,0.309651175795474
587,5.261673681970414,5.644398609553246,0.3827249275828315,1.1633031437732066,Zero,Positive Large,0.1,5.361673681970414,0.07823918509664181
588,5.353027654491321,5.640229194788862,0.2872015402975414,-0.09552338728529008,Zero,Zero,0.1,5.45302765449132,0.04624236237464015
589,6.629904530194176,5.759513467561471,-0.8703910626327049,-1.1575926029302464,Negative Small,Negative Large,0.1,6.729904530194176,0.38379030095544464
590,6.463880468544529,5.694135863247051,-0.7697446052974781,0.10064645733522681,Negative Small,Zero,0.1,6.563880468544529,0.3012533786922852
591,10.169397698824826,8.204373724016072,-1.9650239748087532,-1.1952793695112751,Negative Large,Negative Large,0.1,10.269397698824825,1.9356596107865958
592,4.422977579812225,5.909400421995724,1.486422842183499,3.4514468169922523,Positive Small,Positive Large,0.1,4.522977579812225,1.1097264328824357
593,5.1447750141559805,6.728336416619316,1.583561402463335,0.09713856027983603,Positive Large,Zero,0.1,5.24477501415598,1.2588333576858224
594,10.381297318045023,9.483942049530059,-0.8973552685149642,-2.4809166709782993,Negative Small,Negative Large,0.1,10.481297318045023,0.40762323896578173
595,7.683355869339998,7.3698082013143615,-0.3135476680256364,0.5838076004893278,Zero,Positive Small,0.1,7.783355869339998,0.054156070062157335
596,7.434431358844359,8.337788692605136,0.903357333760777,1.2169050017864134,Positive Small,Positive Large,0.1,7.534431358844358,0.4130272362296899
597,4.179276831964096,5.861599356008149,1.6823225240440536,0.7789651902832766,Positive Large,Positive Small,0.1,4.279276831964095,1.4201045374529775
598,4.3040780924290765,5.961445094043354,1.6573670016142774,-0.024955522429776167,Positive Large,Zero,0.1,4.404078092429076,1.37843268901995
599,6.781106579988868,5.204343081332395,-1.5767634986564731,-3.2341305002707506,Negative Large,Negative Large,0.1,6.8811065799888675,1.2480915653477007
